"kingdom","phylum","class","order","family","genus","species","AphiaID","env","input","dist","ocean","source","domain","inCanada"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Melanostomias","Melanostomias melanopogon",127362,"Marine","Melanostomias melanopogon",118.989458766063,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Photonectes","Photonectes braueri",127368,"Marine","Photonectes braueri",131.803458157578,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Photonectes","Photonectes dinema",127369,"Marine","Photonectes dinema",538.575313579318,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Diodon","Diodon eydouxii",127401,"Marine","Diodon eydouxii",791.697782896874,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Diodon","Diodon hystrix",127403,"Marine","Diodon hystrix",91.9033299258429,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster rostrata",127411,"Marine","Canthigaster rostrata",90.3794152247275,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Zeiformes","Zeidae","Zeus","Zeus faber",127427,"Marine-Brackish","Zeus faber",546.505138403379,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Perca","Perca fluviatilis",151353,"Freshwater-Brackish","Perca fluviatilis",437.250444442951,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leuciscus","Leuciscus idus",154324,"Freshwater-Brackish","Leuciscus idus",844.893182952234,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rutilus","Rutilus rutilus",154333,"Freshwater-Brackish","Rutilus rutilus",567.160475794836,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Notacanthiformes","Notacanthidae","Polyacanthonotus","Polyacanthonotus merretti",158561,"Marine","Polyacanthonotus merretti",844.112341072153,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Gnathophis","Gnathophis bathytopos",158567,"Marine","Gnathophis bathytopos",121.511293047126,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Rhynchoconger","Rhynchoconger gracilior",158572,"Marine","Rhynchoconger gracilior",117.406791754652,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Chlopsidae","Kaupichthys","Kaupichthys hyoproroides",158576,"Marine","Kaupichthys hyoproroides",579.338380044319,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax saxicola",158585,"Marine","Gymnothorax saxicola",661.672100737658,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena","Muraena retifera",158586,"Marine","Muraena retifera",698.47653255617,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Nettastomatidae","Saurenchelys","Saurenchelys cognita",158592,"Marine","Saurenchelys cognita",319.83697979791,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Bascanichthys","Bascanichthys scuticaris",158601,"Marine","Bascanichthys scuticaris",928.137245583731,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Echiophis","Echiophis punctifer",158610,"Marine","Echiophis punctifer",916.09870479585,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Letharchus","Letharchus velifer",158633,"Marine","Letharchus velifer",304.916804048648,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Synaphobranchidae","Diastobranchus","Diastobranchus capensis",158656,"Marine","Diastobranchus capensis",125.757613600721,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Synaphobranchidae","Dysommina","Dysommina proboscideus",158663,"Marine","Dysommina proboscideus",114.637877819369,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Thryssa","Thryssa encrasicholoides",158704,"Marine-Freshwater-Brackish","Thryssa encrasicholoides",701.441894805463,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Bathytroctes","Bathytroctes squamosus",158716,"Marine","Bathytroctes squamosus",133.43268053627,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Argentiniformes","Argentinidae","Glossanodon","Glossanodon pygmaeus",158719,"Marine","Glossanodon pygmaeus",991.089025756759,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Heterophotus","Heterophotus ophistoma",158733,"Marine","Heterophotus ophistoma",128.777071591969,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ateleopodiformes","Ateleopodidae","Ijimaia","Ijimaia antillarum",158739,"Marine","Ijimaia antillarum",441.178505087164,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Nezumia","Nezumia suilla",158744,"Marine","Nezumia suilla",130.302114978885,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Trachonurus","Trachonurus sulcatus",158745,"Marine","Trachonurus sulcatus",130.405974302389,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Ventrifossa","Ventrifossa macropogon",158747,"Marine","Ventrifossa macropogon",135.554573859257,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Aulopiformes","Paralepididae","Stemonosudis","Stemonosudis rothschildi",158751,"Marine","Stemonosudis rothschildi",49.8160758305558,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Aulopiformes","Paralepididae","Sudis","Sudis atrox",158752,"Marine","Sudis atrox",496.633508727329,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Saurida","Saurida caribbaea",158757,"Marine","Saurida caribbaea",334.640845889921,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus","Synodus intermedius",158759,"Marine","Synodus intermedius",523.888525442782,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Luciobrotula","Luciobrotula corethromycter",158764,"Marine","Luciobrotula corethromycter",423.624733910272,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Otophidium","Otophidium omostigma",158771,"Marine","Otophidium omostigma",305.347936140897,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Porogadus","Porogadus miles",158775,"Marine","Porogadus miles",139.285742072188,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Xyelacyba","Xyelacyba myersi",158779,"Marine","Xyelacyba myersi",517.438094440464,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys plectrodon",158784,"Marine","Porichthys plectrodon",922.041947508312,"Atlantic-Pacific","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys plectrodon",158784,"Marine","Porichthys plectrodon",97.193714666209,"Atlantic-Pacific","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox","Gobiesox strumosus",158787,"Marine-Brackish","Gobiesox strumosus",832.227229991641,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Etropus","Etropus cyclosquamus",158800,"Marine","Etropus cyclosquamus",905.786571738146,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Etropus","Etropus rimosus",158802,"Marine","Etropus rimosus",382.821721324897,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Microgobius","Microgobius gulosus",158804,"Marine-Freshwater-Brackish","Microgobius gulosus",894.754799418334,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Microgobius","Microgobius thalassinus",158805,"Marine","Microgobius thalassinus",863.009562087156,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Haemulon","Haemulon aurolineatum",158807,"Marine","Haemulon aurolineatum",563.022440562361,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Haemulon","Haemulon plumierii",158808,"Marine","Haemulon plumierii",216.218739561478,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Istiophorus","Istiophorus platypterus",158812,"Marine","Istiophorus platypterus",932.187228004743,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Gastropsetta","Gastropsetta frontalis",158820,"Marine","Gastropsetta frontalis",797.790896361812,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Lachnolaimus","Lachnolaimus maximus",158822,"Marine","Lachnolaimus maximus",340.528325283945,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys albigutta",158825,"Marine","Paralichthys albigutta",830.843110884576,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys squamilentus",158827,"Marine","Paralichthys squamilentus",936.621415948773,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Phosichthyidae","Yarrella","Yarrella blackfordi",158835,"Marine","Yarrella blackfordi",444.626938262577,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Bathophilus","Bathophilus altipinnis",158845,"Marine","Bathophilus altipinnis",524.62341382683,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Bathophilus","Bathophilus longipinnis",158846,"Marine","Bathophilus longipinnis",318.629510209071,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias borealis",158851,"Marine","Eustomias borealis",145.450485193645,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Aulopiformes","Giganturidae","Gigantura","Gigantura indica",158858,"Marine","Gigantura indica",128.777071591969,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus problematicus",158891,"Marine","Diaphus problematicus",128.503204854345,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus rufinus",158918,"Marine","Symbolophorus rufinus",440.335913475196,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Desmodema","Desmodema polystictum",158922,"Marine","Desmodema polystictum",89.2114147911491,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Bregmacerotidae","Bregmaceros","Bregmaceros cantori",158924,"Marine","Bregmaceros cantori",931.866159637317,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Lagocephalus","Lagocephalus laevigatus",158933,"Marine-Brackish","Lagocephalus laevigatus",122.518320307643,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides testudineus",158936,"Marine-Brackish","Sphoeroides testudineus",334.292651796431,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Hymenocephalus","Hymenocephalus italicus",158961,"Marine","Hymenocephalus italicus",118.009009038088,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis earllii",158989,"Marine","Urophycis earllii",64.5894154763621,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis floridana",158990,"Marine","Urophycis floridana",381.732689003614,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Aphyonidae","Barathronus","Barathronus unicolor",158992,"Marine","Barathronus unicolor",380.932503448622,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Diplacanthopoma","Diplacanthopoma brachysoma",158994,"Marine","Diplacanthopoma brachysoma",812.771879427032,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Bassozetus","Bassozetus normalis",159064,"Marine","Bassozetus normalis",226.431661789505,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Lamprogrammus","Lamprogrammus brunswigi",159133,"Marine","Lamprogrammus brunswigi",199.298153336355,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Lepophidium","Lepophidium jeannae",159138,"Marine","Lepophidium jeannae",952.975057156301,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis perlatus",159157,"Marine","Gigantactis perlatus",318.629510209071,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys macrops",159165,"Marine","Citharichthys macrops",696.44743988069,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Linophryne","Linophryne arborifera",159181,"Marine","Linophryne arborifera",132.425712937969,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Lophius gastrophysus",159185,"Marine","Lophius gastrophysus",71.896990389131,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Neoceratiidae","Neoceratias","Neoceratias spinifer",159187,"Marine","Neoceratias spinifer",240.668366331412,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Dibranchus","Dibranchus tremendus",159188,"Marine","Dibranchus tremendus",129.142133813252,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Ogcocephalus","Ogcocephalus parvus",159193,"Marine","Ogcocephalus parvus",496.372948585166,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Dolopichthys","Dolopichthys karsteni",159203,"Marine","Dolopichthys karsteni",145.450484831873,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Membras","Membras martinica",159220,"Marine","Membras martinica",510.280232181275,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Menidia","Menidia beryllina",159227,"Marine-Freshwater-Brackish","Menidia beryllina",214.845250729374,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Menidia","Menidia beryllina",159227,"Marine-Freshwater-Brackish","Menidia beryllina",1062.54706370172,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci",159231,"Marine","Mycteroperca bonaci",281.271024375517,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca phenax",159233,"Marine-Brackish","Mycteroperca phenax",281.603903713323,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Calamus","Calamus bajonado",159241,"Marine","Calamus bajonado",381.680925324844,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Calamus","Calamus penna",159245,"Marine","Calamus penna",993.538884577526,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Kathetostoma","Kathetostoma albigutta",159255,"Marine","Kathetostoma albigutta",858.431082045283,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Strongylura","Strongylura marina",159256,"Marine-Freshwater-Brackish","Strongylura marina",214.2559312377,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus",159259,"Marine","Tylosurus crocodilus",277.430821407893,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon variegatus",159285,"Marine-Freshwater-Brackish","Cyprinodon variegatus",220.017333746371,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Pomacanthus","Pomacanthus arcuatus",159287,"Marine","Pomacanthus arcuatus",912.732685243121,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus confluentus",159294,"Marine-Freshwater-Brackish","Fundulus confluentus",280.862307230345,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Nicholsina","Nicholsina usta",159298,"Marine","Nicholsina usta",972.62948848606,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus luciae",159307,"Marine-Brackish","Fundulus luciae",309.933129133936,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Lucania","Lucania parva",159310,"Marine-Freshwater-Brackish","Lucania parva",235.754695104563,"Atlantic-Pacific","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Lucania","Lucania parva",159310,"Marine-Freshwater-Brackish","Lucania parva",402.174747498014,"Atlantic-Pacific","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Cynoscion","Cynoscion nebulosus",159312,"Marine-Brackish","Cynoscion nebulosus",95.6011097404581,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Sciaenops","Sciaenops ocellatus",159335,"Marine-Brackish","Sciaenops ocellatus",420.964825793996,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis ocyurus",159346,"Marine","Centropristis ocyurus",228.001999700898,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Diplectrum","Diplectrum formosum",159350,"Marine","Diplectrum formosum",689.822171556455,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus adscensionis",159351,"Marine","Epinephelus adscensionis",281.313529372995,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus nebulosus",159361,"Marine","Symphurus nebulosus",337.434930349151,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus pusillus",159364,"Marine","Symphurus pusillus",172.425432666282,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Holocentrus","Holocentrus adscensionis",159378,"Marine","Holocentrus adscensionis",580.936190670975,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Myripristis","Myripristis jacobus",159385,"Marine","Myripristis jacobus",277.430821407893,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Ostichthys","Ostichthys trachypoma",159399,"Marine","Ostichthys trachypoma",252.54236651314,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","Caulolatilus cyanops",159402,"Marine","Caulolatilus cyanops",712.354553185627,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","Caulolatilus chrysops",159403,"Marine","Caulolatilus chrysops",928.373969074443,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","Caulolatilus microps",159404,"Marine","Caulolatilus microps",702.234114726301,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Upeneus","Upeneus parvus",159422,"Marine","Upeneus parvus",239.254823425836,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Psenes","Psenes cyanophrys",159427,"Marine","Psenes cyanophrys",126.342006634777,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Beryciformes","Rondeletiidae","Rondeletia","Rondeletia bicolor",159428,"Marine","Rondeletia bicolor",27.8612938553643,"Atlantic-Pacific","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Beryciformes","Rondeletiidae","Rondeletia","Rondeletia bicolor",159428,"Marine","Rondeletia bicolor",351.676356747246,"Atlantic-Pacific","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus reidi",159446,"Marine-Brackish","Hippocampus reidi",49.8160758305558,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus floridae",159450,"Marine","Syngnathus floridae",663.088041268758,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus louisianae",159453,"Marine","Syngnathus louisianae",854.049828172691,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Monacanthus","Monacanthus tuckeri",159499,"Marine","Monacanthus tuckeri",240.668366331412,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Stephanolepis","Stephanolepis setifer",159500,"Marine","Stephanolepis setifer",138.491384643873,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Psednos","Psednos barnardi",159536,"Marine","Psednos barnardi",389.87705312871,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Psednos","Psednos delawarei",159537,"Marine","Psednos delawarei",396.009372715302,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Psednos","Psednos mirabilis",159541,"Marine","Psednos mirabilis",392.0215423505,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Psednos","Psednos rossi",159542,"Marine","Psednos rossi",931.249182961563,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Peristediidae","Peristedion","Peristedion greyae",159549,"Marine","Peristedion greyae",380.137472685442,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Peristediidae","Peristedion","Peristedion thompsoni",159551,"Marine","Peristedion thompsoni",147.827304870902,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Peristediidae","Peristedion","Peristedion truncatum",159552,"Marine","Peristedion truncatum",378.797070129671,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Neomerinthe","Neomerinthe hemingwayi",159554,"Marine","Neomerinthe hemingwayi",727.759262001334,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pontinus","Pontinus longispinis",159555,"Marine","Pontinus longispinis",366.488370661064,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena agassizii",159560,"Marine","Scorpaena agassizii",503.846074948554,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena plumieri",159564,"Marine","Scorpaena plumieri",254.560433393368,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Bellator","Bellator militaris",159568,"Marine-Brackish","Bellator militaris",930.329654024258,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Prionotus","Prionotus alatus",159570,"Marine-Brackish","Prionotus alatus",277.948686161811,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Prionotus","Prionotus ophryas",159573,"Marine-Brackish","Prionotus ophryas",214.470842884025,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Prionotus","Prionotus roseus",159574,"Marine-Brackish","Prionotus roseus",963.188306360087,"Atlantic","OBIS extended search","extended search","outside"
"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Prionotus","Prionotus scitulus",159575,"Marine","Prionotus scitulus",352.275384815408,"Atlantic","OBIS extended search","extended search","outside"
